"","id","gene_short_name","NA.","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value","significant_deg","hvg"
"23162","ENSG00000198898","CAPZA2","Gene Expression","OK","shape_score",-0.0735481,0.0046304,-15.8837,4.47e-55,-0.105506820148398,"count",6.34293e-51,TRUE,TRUE
"23346","ENSG00000091732","ZC3HC1","Gene Expression","OK","shape_score",-0.1023543,0.013624,-7.5128,7.16e-14,-0.141192671287833,"count",9.435448e-10,TRUE,FALSE
"23358","ENSG00000128510","CPA4","Gene Expression","OK","shape_score",0.0950262,0.0070423,13.4937,1.41e-40,0.134957783060336,"count",1.980345e-36,TRUE,FALSE
"24082","ENSG00000181544","FANCB","Gene Expression","OK","shape_score",0.105372,0.0179936,5.8561,5.14e-09,0.122358388988673,"count",6.479484e-05,TRUE,FALSE
"24094","ENSG00000087842","PIR","Gene Expression","OK","shape_score",-0.0846764,0.0167548,-5.0539,4.53e-07,-0.114138490376057,"count",0.005511198,TRUE,FALSE
"24118","ENSG00000169895","SYAP1","Gene Expression","OK","shape_score",-0.0726188,0.0060535,-11.9961,1.41e-32,-0.103752203807803,"count",1.961028e-28,TRUE,TRUE
"24126","ENSG00000102054","RBBP7","Gene Expression","OK","shape_score",-0.077571,0.0057532,-13.4831,1.61e-40,-0.111042725049804,"count",2.261084e-36,TRUE,TRUE
"24158","ENSG00000131828","PDHA1","Gene Expression","OK","shape_score",-0.1084754,0.007978,-13.5968,3.69e-41,-0.154076729306447,"count",5.187033e-37,TRUE,TRUE
"24194","ENSG00000102172","SMS","Gene Expression","OK","shape_score",-0.0733262,0.0037127,-19.7504,8.86e-83,-0.105551424489154,"count",1.2722074e-78,TRUE,TRUE
"24202","ENSG00000123131","PRDX4","Gene Expression","OK","shape_score",-0.1067885,0.0043437,-24.5848,4.38e-124,-0.153419803887697,"count",6.334794e-120,TRUE,TRUE
"24206","ENSG00000123130","ACOT9","Gene Expression","OK","shape_score",-0.1103406,0.009292,-11.8748,5.76e-32,-0.155768775040746,"count",8.00064e-28,TRUE,TRUE
"24414","ENSG00000102265","TIMP1","Gene Expression","OK","shape_score",-0.0791341,0.0035887,-22.0512,1.43e-101,-0.113902483062715,"count",2.062489e-97,TRUE,TRUE
"24450","ENSG00000147155","EBP","Gene Expression","OK","shape_score",-0.0934224,0.005406,-17.2812,1.68e-64,-0.133978533177541,"count",2.392488e-60,TRUE,TRUE
"24518","ENSG00000068394","GPKOW","Gene Expression","OK","shape_score",-0.077656,0.01321,-5.8786,4.49e-09,-0.107316659091234,"count",5.665482e-05,TRUE,FALSE
"24618","ENSG00000158526","TSR2","Gene Expression","OK","shape_score",-0.0759466,0.0084252,-9.0142,3.06e-19,-0.10761139869147,"count",4.134672e-15,TRUE,TRUE
"24630","ENSG00000102316","MAGED2","Gene Expression","OK","shape_score",-0.0837138,0.0065583,-12.7645,1.42e-36,-0.119506033203807,"count",1.986154e-32,TRUE,TRUE
"24702","ENSG00000001497","LAS1L","Gene Expression","OK","shape_score",-0.0889421,0.0139296,-6.3851,1.92e-10,-0.12227271414389,"count",2.457024e-06,TRUE,FALSE
"24782","ENSG00000147162","OGT","Gene Expression","OK","shape_score",0.0735438,0.0117971,6.234,5.04e-10,0.10120524047909,"count",6.417432e-06,TRUE,FALSE
"24798","ENSG00000186871","ERCC6L","Gene Expression","OK","shape_score",0.1251698,0.0225308,5.5555,2.96e-08,0.113581529617806,"count",0.0003689344,TRUE,FALSE
"24854","ENSG00000102390","PBDC1","Gene Expression","OK","shape_score",-0.0923,0.0081975,-11.2595,5.87e-29,-0.130931268445551,"count",8.109992e-25,TRUE,TRUE
"24874","ENSG00000102144","PGK1","Gene Expression","OK","shape_score",-0.1125175,0.0041686,-26.9915,4.29e-147,-0.161692534594348,"count",6.220929e-143,TRUE,TRUE
"24938","ENSG00000101811","CSTF2","Gene Expression","OK","shape_score",-0.0820098,0.0150185,-5.4606,5.05e-08,-0.112207142378585,"count",0.000626907,TRUE,TRUE
"25246","ENSG00000005022","SLC25A5","Gene Expression","OK","shape_score",-0.0731437,0.002711,-26.9802,5.55e-147,-0.105407856842234,"count",8.0475e-143,TRUE,TRUE
"25306","ENSG00000171155","C1GALT1C1","Gene Expression","OK","shape_score",-0.1211005,0.0096034,-12.6102,9.37e-36,-0.170961093473934,"count",1.3093638e-31,TRUE,TRUE
"25402","ENSG00000165704","HPRT1","Gene Expression","OK","shape_score",-0.0886109,0.0072243,-12.2658,5.92e-34,-0.126222901259368,"count",8.254848e-30,TRUE,TRUE
"25538","ENSG00000029993","HMGB3","Gene Expression","OK","shape_score",-0.0874596,0.0064188,-13.6256,2.53e-41,-0.125064020345638,"count",3.556674e-37,TRUE,TRUE
"25550","ENSG00000147383","NSDHL","Gene Expression","OK","shape_score",-0.1322977,0.0119229,-11.0961,3.49e-28,-0.184717600168508,"count",4.815153e-24,TRUE,TRUE
"25578","ENSG00000130821","SLC6A8","Gene Expression","OK","shape_score",0.0782032,0.0094971,8.2344,2.45e-16,0.109291014309141,"count",3.278835e-12,TRUE,FALSE
"25582","ENSG00000185825","BCAP31","Gene Expression","OK","shape_score",-0.0749014,0.003412,-21.9524,9.9e-101,-0.107755119894336,"count",1.427778e-96,TRUE,TRUE
"25590","ENSG00000067829","IDH3G","Gene Expression","OK","shape_score",-0.088755,0.0065377,-13.5759,4.84e-41,-0.126670859656373,"count",6.801652e-37,TRUE,TRUE
"25690","ENSG00000130826","DKC1","Gene Expression","OK","shape_score",-0.094715,0.0090889,-10.4209,4.28e-25,-0.134033670597701,"count",5.87216e-21,TRUE,TRUE
"25694","ENSG00000130830","MPP1","Gene Expression","OK","shape_score",-0.0737787,0.0113034,-6.5271,7.58e-11,-0.103066782828981,"count",9.745606e-07,TRUE,FALSE
"25722","ENSG00000155959","VBP1","Gene Expression","OK","shape_score",-0.0835326,0.0063986,-13.0549,3.81e-38,-0.119258671814318,"count",5.341239e-34,TRUE,TRUE
"25834","ENSG00000173273","TNKS","Gene Expression","OK","shape_score",0.0806402,0.0159989,5.0403,4.86e-07,0.107677333022914,"count",0.005908302,TRUE,FALSE
"25842","ENSG00000254093","PINX1","Gene Expression","OK","shape_score",-0.089843,0.013619,-6.5969,4.77e-11,-0.12359343356517,"count",6.146622e-07,TRUE,FALSE
"25878","ENSG00000079459","FDFT1","Gene Expression","OK","shape_score",-0.0906382,0.006339,-14.2985,3.16e-45,-0.129905156208025,"count",4.456864e-41,TRUE,TRUE
"26138","ENSG00000120885","CLU","Gene Expression","OK","shape_score",-0.1417724,0.0136332,-10.3991,5.35e-25,-0.19570887322831,"count",7.338595e-21,TRUE,FALSE
"26154","ENSG00000168078","PBK","Gene Expression","OK","shape_score",-0.123598,0.0079275,-15.5911,3.44e-53,-0.175069413164247,"count",4.876888e-49,TRUE,TRUE
"26266","ENSG00000198042","MAK16","Gene Expression","OK","shape_score",-0.0834469,0.0166272,-5.0187,5.44e-07,-0.11249409566622,"count",0.006607424,TRUE,FALSE
"26426","ENSG00000078668","VDAC3","Gene Expression","OK","shape_score",-0.0989026,0.0044292,-22.3295,5.92e-104,-0.142034855824698,"count",8.541968e-100,TRUE,TRUE
"26558","ENSG00000137575","SDCBP","Gene Expression","OK","shape_score",-0.0712637,0.0050592,-14.0858,5.65e-44,-0.102193542226352,"count",7.958025e-40,TRUE,TRUE
"26602","ENSG00000137563","GGH","Gene Expression","OK","shape_score",-0.1251867,0.0060617,-20.6522,5.99e-90,-0.179185335981555,"count",8.617813e-86,TRUE,TRUE
"26650","ENSG00000179041","RRS1","Gene Expression","OK","shape_score",-0.0716435,0.0067592,-10.5994,6.81e-26,-0.102218900117857,"count",9.354216e-22,TRUE,TRUE
"26662","ENSG00000185697","MYBL1","Gene Expression","OK","shape_score",0.0910982,0.0178454,5.1049,3.47e-07,0.115246041699423,"count",0.004234441,TRUE,FALSE
"26682","ENSG00000121022","COPS5","Gene Expression","OK","shape_score",-0.0887264,0.0067499,-13.1448,1.23e-38,-0.126516045600548,"count",1.724829e-34,TRUE,TRUE
"26738","ENSG00000121039","RDH10","Gene Expression","OK","shape_score",0.0828308,0.0144842,5.7187,1.16e-08,0.111686306369148,"count",0.000145464,TRUE,FALSE
"26998","ENSG00000164938","TP53INP1","Gene Expression","OK","shape_score",0.1055038,0.0144949,7.2787,4.07e-13,0.139748817505888,"count",5.332514e-09,TRUE,FALSE
"27026","ENSG00000156469","MTERF3","Gene Expression","OK","shape_score",-0.1203141,0.0168024,-7.1605,9.58e-13,-0.16223211352091,"count",1.2507648e-08,TRUE,FALSE
"27178","ENSG00000164934","DCAF13","Gene Expression","OK","shape_score",-0.1156155,0.0087982,-13.1407,1.29e-38,-0.163758935264084,"count",1.808838e-34,TRUE,TRUE
"27210","ENSG00000104412","EMC2","Gene Expression","OK","shape_score",-0.1014919,0.0112476,-9.0234,2.82e-19,-0.141905743577118,"count",3.811512e-15,TRUE,TRUE
"27214","ENSG00000120526","NUDCD1","Gene Expression","OK","shape_score",-0.0805857,0.0161138,-5.001,5.96e-07,-0.109163219759217,"count",0.00723246,TRUE,TRUE
"27290","ENSG00000172172","MRPL13","Gene Expression","OK","shape_score",-0.0739864,0.0042702,-17.3261,8.14e-65,-0.106260669398593,"count",1.1594616e-60,TRUE,TRUE
"27326","ENSG00000136986","DERL1","Gene Expression","OK","shape_score",-0.0745761,0.0094335,-7.9055,3.46e-15,-0.105231707211988,"count",4.60007e-11,TRUE,TRUE
"27462","ENSG00000165071","TMEM71","Gene Expression","OK","shape_score",-0.1515903,0.0239253,-6.336,2.63e-10,-0.18877316753258,"count",3.359036e-06,TRUE,FALSE
"27630","ENSG00000179950","PUF60","Gene Expression","OK","shape_score",-0.1182138,0.0061611,-19.1872,1.96e-78,-0.169015519834108,"count",2.809856e-74,TRUE,TRUE
"27682","ENSG00000261236","BOP1","Gene Expression","OK","shape_score",-0.092948,0.0098362,-9.4496,5.73e-21,-0.131072574849187,"count",7.783632e-17,TRUE,FALSE
"27842","ENSG00000080608","PUM3","Gene Expression","OK","shape_score",-0.0883016,0.0121356,-7.2762,4.14e-13,-0.122931235774464,"count",5.4234e-09,TRUE,TRUE
"27854","ENSG00000106688","SLC1A1","Gene Expression","OK","shape_score",0.0961227,0.017273,5.5649,2.8e-08,0.125378552078699,"count",0.0003493,TRUE,FALSE
"27878","ENSG00000120158","RCL1","Gene Expression","OK","shape_score",-0.1306528,0.0196583,-6.6462,3.43e-11,-0.173235378771301,"count",4.426758e-07,TRUE,FALSE
"27994","ENSG00000155876","RRAGA","Gene Expression","OK","shape_score",-0.1040794,0.0059843,-17.3922,2.8e-65,-0.148834775028268,"count",3.99e-61,TRUE,TRUE
"28002","ENSG00000147872","PLIN2","Gene Expression","OK","shape_score",-0.070722,0.0085285,-8.2924,1.52e-16,-0.10016897341744,"count",2.035736e-12,TRUE,TRUE
"28106","ENSG00000086061","DNAJA1","Gene Expression","OK","shape_score",-0.1036648,0.0053786,-19.2734,4.31e-79,-0.148663322419041,"count",6.180109e-75,TRUE,TRUE
"28262","ENSG00000198467","TPM2","Gene Expression","OK","shape_score",-0.0739501,0.0029761,-24.8483,1.57e-126,-0.106609001381992,"count",2.271947e-122,TRUE,TRUE
"28550","ENSG00000135046","ANXA1","Gene Expression","OK","shape_score",-0.117963,0.0033922,-34.7747,1.23e-230,-0.169886984893293,"count",1.791495e-226,TRUE,TRUE
"28594","ENSG00000135069","PSAT1","Gene Expression","OK","shape_score",-0.0829692,0.0117473,-7.0628,1.93e-12,-0.116301470430886,"count",2.513825e-08,TRUE,TRUE
"28874","ENSG00000095380","NANS","Gene Expression","OK","shape_score",-0.0956827,0.003734,-25.6244,7.72e-134,-0.137637715612552,"count",1.1177788e-129,TRUE,TRUE
"28906","ENSG00000119523","ALG2","Gene Expression","OK","shape_score",-0.0738837,0.0117298,-6.2988,3.34e-10,-0.102877508916358,"count",4.259836e-06,TRUE,TRUE
"28922","ENSG00000023318","ERP44","Gene Expression","OK","shape_score",-0.102004,0.0127633,-7.992,1.74e-15,-0.141415666125553,"count",2.31768e-11,TRUE,TRUE
"29018","ENSG00000106771","TMEM245","Gene Expression","OK","shape_score",0.0730069,0.0098101,7.442,1.22e-13,0.102039591114071,"count",1.604788e-09,TRUE,FALSE
"29062","ENSG00000106853","PTGR1","Gene Expression","OK","shape_score",-0.1006061,0.0074001,-13.5951,3.77e-41,-0.14328148232179,"count",5.299112e-37,TRUE,TRUE
"29190","ENSG00000182752","PAPPA","Gene Expression","OK","shape_score",0.1048926,0.0129906,8.0745,8.98e-16,0.142192589166585,"count",1.1982014e-11,TRUE,FALSE
"29322","ENSG00000136930","PSMB7","Gene Expression","OK","shape_score",-0.0739343,0.002668,-27.7118,2.88e-154,-0.106496875959231,"count",4.17888e-150,TRUE,TRUE
"29362","ENSG00000044574","HSPA5","Gene Expression","OK","shape_score",-0.0810702,0.0050443,-16.0716,2.65e-56,-0.116559493446397,"count",3.763e-52,TRUE,TRUE
"29438","ENSG00000136807","CDK9","Gene Expression","OK","shape_score",-0.0861401,0.0123928,-6.9508,4.25e-12,-0.11971105533658,"count",5.52245e-08,TRUE,TRUE
"29466","ENSG00000167106","FAM102A","Gene Expression","OK","shape_score",0.0841752,0.0116982,7.1956,7.44e-13,0.116145322178024,"count",9.723336e-09,TRUE,FALSE
"29514","ENSG00000167112","TRUB2","Gene Expression","OK","shape_score",-0.0861158,0.0080035,-10.7597,1.27e-26,-0.122238533004822,"count",1.747647e-22,TRUE,TRUE
"29554","ENSG00000119333","WDR34","Gene Expression","OK","shape_score",-0.0738703,0.0051286,-14.4037,7.5e-46,-0.105906952738941,"count",1.058475e-41,TRUE,TRUE
"29582","ENSG00000107021","TBC1D13","Gene Expression","OK","shape_score",0.077173,0.0147059,5.2477,1.62e-07,0.103821856076282,"count",0.001989684,TRUE,FALSE
"29602","ENSG00000175283","DOLK","Gene Expression","OK","shape_score",-0.0983634,0.0125148,-7.8598,4.96e-15,-0.136365947919906,"count",6.58688e-11,TRUE,FALSE
"29654","ENSG00000136827","TOR1A","Gene Expression","OK","shape_score",-0.0849956,0.0071562,-11.8772,5.59e-32,-0.121054009966728,"count",7.765069e-28,TRUE,TRUE
"29686","ENSG00000130713","EXOSC2","Gene Expression","OK","shape_score",-0.0831341,0.0142802,-5.8216,6.3e-09,-0.114096639385994,"count",7.92729e-05,TRUE,FALSE
"29742","ENSG00000160563","MED27","Gene Expression","OK","shape_score",-0.0842851,0.0107344,-7.8518,5.28e-15,-0.118411776068257,"count",7.010784e-11,TRUE,TRUE
"29854","ENSG00000186350","RXRA","Gene Expression","OK","shape_score",0.1177806,0.0128946,9.1341,1.04e-19,0.160252278553939,"count",1.407536e-15,TRUE,FALSE
"29914","ENSG00000165688","PMPCA","Gene Expression","OK","shape_score",-0.1050713,0.00857,-12.2603,6.31e-34,-0.148917790581687,"count",8.798033e-30,TRUE,TRUE
"29998","ENSG00000107331","ABCA2","Gene Expression","OK","shape_score",0.0953203,0.0175384,5.4349,5.82e-08,0.124550410907813,"count",0.0007215054,TRUE,FALSE
"30062","ENSG00000188229","TUBB4B","Gene Expression","OK","shape_score",-0.1477249,0.0040342,-36.6182,4.06e-252,-0.2126308988721,"count",5.917044e-248,TRUE,TRUE
"30138","ENSG00000185627","PSMD13","Gene Expression","OK","shape_score",-0.1263548,0.0066731,-18.9349,1.61e-76,-0.180423348065848,"count",2.306325e-72,TRUE,TRUE
"30174","ENSG00000023191","RNH1","Gene Expression","OK","shape_score",-0.0717324,0.0036771,-19.5081,6.76e-81,-0.103142207534551,"count",9.697896e-77,TRUE,TRUE
"30222","ENSG00000177156","TALDO1","Gene Expression","OK","shape_score",-0.1018843,0.0032663,-31.1921,1.29e-190,-0.146709975229155,"count",1.875918e-186,TRUE,TRUE
"30470","ENSG00000166333","ILK","Gene Expression","OK","shape_score",-0.0845728,0.0045789,-18.4699,4.77e-73,-0.12138384890641,"count",6.824439e-69,TRUE,TRUE
"30658","ENSG00000129083","COPB1","Gene Expression","OK","shape_score",-0.0784915,0.0089164,-8.8031,1.98e-18,-0.111049838056078,"count",2.669832e-14,TRUE,TRUE
"30662","ENSG00000129084","PSMA1","Gene Expression","OK","shape_score",-0.0714359,0.0034673,-20.603,1.5e-89,-0.102763978437102,"count",2.1576e-85,TRUE,TRUE
"30694","ENSG00000070081","NUCB2","Gene Expression","OK","shape_score",-0.0981547,0.0055191,-17.7845,4.62e-68,-0.140605425427341,"count",6.592278e-64,TRUE,TRUE
"30714","ENSG00000166788","SAAL1","Gene Expression","OK","shape_score",-0.0903784,0.0155836,-5.7996,7.18e-09,-0.122703187648672,"count",9.031004e-05,TRUE,TRUE
"30726","ENSG00000134333","LDHA","Gene Expression","OK","shape_score",-0.1008059,0.0025544,-39.4632,2.76e-286,-0.145289550099206,"count",4.024356e-282,TRUE,TRUE
"30730","ENSG00000074319","TSG101","Gene Expression","OK","shape_score",-0.0914214,0.0069207,-13.2099,5.37e-39,-0.130287984415827,"count",7.531962e-35,TRUE,TRUE
"31114","ENSG00000165916","PSMC3","Gene Expression","OK","shape_score",-0.1408566,0.0043232,-32.5815,7.6e-206,-0.202418357000456,"count",1.105876e-201,TRUE,TRUE
"31122","ENSG00000213619","NDUFS3","Gene Expression","OK","shape_score",-0.0714512,0.0049672,-14.3847,9.74e-46,-0.102429700493185,"count",1.3744114e-41,TRUE,TRUE
"31134","ENSG00000109919","MTCH2","Gene Expression","OK","shape_score",-0.0832552,0.0038642,-21.5454,2.67e-97,-0.119679163828355,"count",3.84747e-93,TRUE,TRUE
"31190","ENSG00000213593","TMX2","Gene Expression","OK","shape_score",-0.0735226,0.0066511,-11.0542,5.49e-28,-0.10489537764819,"count",7.571808e-24,TRUE,TRUE
"31226","ENSG00000166801","FAM111A","Gene Expression","OK","shape_score",0.0817411,0.0101265,8.072,9.16e-16,0.114231518420005,"count",1.2220356e-11,TRUE,TRUE
"31254","ENSG00000110104","CCDC86","Gene Expression","OK","shape_score",-0.0871983,0.009301,-9.3751,1.15e-20,-0.123108338125145,"count",1.560895e-16,TRUE,TRUE
"31266","ENSG00000110108","TMEM109","Gene Expression","OK","shape_score",-0.0780545,0.0081084,-9.6263,1.08e-21,-0.110743358498898,"count",1.46934e-17,TRUE,TRUE
"31446","ENSG00000168002","POLR2G","Gene Expression","OK","shape_score",-0.0701839,0.004411,-15.9112,2.96e-55,-0.100762687439352,"count",4.200536e-51,TRUE,TRUE
"31482","ENSG00000133316","WDR74","Gene Expression","OK","shape_score",-0.0849841,0.0081745,-10.3962,5.51e-25,-0.120598592709339,"count",7.557516e-21,TRUE,TRUE
"31486","ENSG00000168003","SLC3A2","Gene Expression","OK","shape_score",-0.1177656,0.0060363,-19.5094,6.6e-81,-0.168752242266021,"count",9.46902e-77,TRUE,TRUE
"31530","ENSG00000167770","OTUB1","Gene Expression","OK","shape_score",-0.0738617,0.0058602,-12.6041,1.01e-35,-0.105683157377059,"count",1.411273e-31,TRUE,TRUE
"31542","ENSG00000168439","STIP1","Gene Expression","OK","shape_score",-0.0783719,0.0069921,-11.2087,1.03e-28,-0.111709944585291,"count",1.422327e-24,TRUE,TRUE
"31658","ENSG00000146670","CDCA5","Gene Expression","OK","shape_score",0.0868674,0.0116647,7.447,1.17e-13,0.115106687553184,"count",1.539135e-09,TRUE,FALSE
"31726","ENSG00000245532","NEAT1","Gene Expression","OK","shape_score",0.0782739,0.003312,23.6331,2.05e-115,0.112822033821787,"count",2.96225e-111,TRUE,TRUE
"31910","ENSG00000254986","DPP3","Gene Expression","OK","shape_score",-0.0751598,0.0097604,-7.7005,1.71e-14,-0.10579230330531,"count",2.262672e-10,TRUE,TRUE
"31962","ENSG00000173653","RCE1","Gene Expression","OK","shape_score",-0.0881818,0.0133576,-6.6016,4.62e-11,-0.121700573513737,"count",5.95518e-07,TRUE,FALSE
"32014","ENSG00000172531","PPP1CA","Gene Expression","OK","shape_score",-0.087282,0.0031721,-27.5154,2.68e-152,-0.125614383314955,"count",3.888412e-148,TRUE,TRUE
"32306","ENSG00000118363","SPCS2","Gene Expression","OK","shape_score",-0.0855188,0.0045763,-18.6875,1.16e-74,-0.12276926435034,"count",1.66054e-70,TRUE,TRUE
"32422","ENSG00000159063","ALG8","Gene Expression","OK","shape_score",-0.1083221,0.0118333,-9.154,8.7e-20,-0.151401324344429,"count",1.177806e-15,TRUE,TRUE
"32554","ENSG00000123892","RAB38","Gene Expression","OK","shape_score",-0.0822002,0.0143586,-5.7248,1.11e-08,-0.112729711161868,"count",0.0001392273,TRUE,FALSE
"32558","ENSG00000109861","CTSC","Gene Expression","OK","shape_score",-0.0930355,0.004925,-18.8906,3.47e-76,-0.133883933892021,"count",4.970428e-72,TRUE,TRUE
"32694","ENSG00000137692","DCUN1D5","Gene Expression","OK","shape_score",-0.0746657,0.0057552,-12.9736,1.06e-37,-0.106798341501526,"count",1.484954e-33,TRUE,TRUE
"32706","ENSG00000137752","CASP1","Gene Expression","OK","shape_score",-0.0809426,0.011416,-7.0903,1.59e-12,-0.112822471958509,"count",2.072565e-08,TRUE,TRUE
"32718","ENSG00000149313","AASDHPPT","Gene Expression","OK","shape_score",-0.0819329,0.0100575,-8.1465,5.02e-16,-0.115164697330872,"count",6.707724e-12,TRUE,TRUE
"32742","ENSG00000075239","ACAT1","Gene Expression","OK","shape_score",-0.0855598,0.0062946,-13.5925,3.9e-41,-0.12222698453695,"count",5.48145e-37,TRUE,TRUE
"32806","ENSG00000109846","CRYAB","Gene Expression","OK","shape_score",0.1197508,0.021543,5.5587,2.9e-08,0.147223299234894,"count",0.000361601,TRUE,FALSE
"32886","ENSG00000109917","ZPR1","Gene Expression","OK","shape_score",-0.0720294,0.0081396,-8.8492,1.32e-18,-0.102228160981669,"count",1.78068e-14,TRUE,TRUE
"33010","ENSG00000196655","TRAPPC4","Gene Expression","OK","shape_score",-0.0896952,0.0047102,-19.0429,2.46e-77,-0.128733146551065,"count",3.525426e-73,TRUE,TRUE
"33034","ENSG00000256269","HMBS","Gene Expression","OK","shape_score",-0.1023051,0.0079175,-12.9214,2.03e-37,-0.145304564233683,"count",2.842203e-33,TRUE,TRUE
"33158","ENSG00000064199","SPA17","Gene Expression","OK","shape_score",-0.0737477,0.0095645,-7.7106,1.58e-14,-0.103848314622953,"count",2.091604e-10,TRUE,TRUE
"33242","ENSG00000197798","FAM118B","Gene Expression","OK","shape_score",-0.0908891,0.0136885,-6.6398,3.58e-11,-0.125337567601376,"count",4.619632e-07,TRUE,FALSE
"33262","ENSG00000110063","DCPS","Gene Expression","OK","shape_score",-0.1196705,0.0112619,-10.6262,5.15e-26,-0.167622839052978,"count",7.07507e-22,TRUE,TRUE
"33390","ENSG00000107937","GTPBP4","Gene Expression","OK","shape_score",-0.10259,0.0076238,-13.4565,2.28e-40,-0.146017331176643,"count",3.201348e-36,TRUE,TRUE
"33478","ENSG00000151657","KIN","Gene Expression","OK","shape_score",-0.0734724,0.0148024,-4.9636,7.22e-07,-0.10036550196865,"count",0.008744864,TRUE,FALSE
"33482","ENSG00000165629","ATP5F1C","Gene Expression","OK","shape_score",-0.0862971,0.0032397,-26.6375,1.29e-143,-0.124180574265816,"count",1.869855e-139,TRUE,TRUE
"33518","ENSG00000165609","NUDT5","Gene Expression","OK","shape_score",-0.085081,0.0054796,-15.5268,8.86e-53,-0.121865266734246,"count",1.2557278e-48,TRUE,TRUE
"33522","ENSG00000151465","CDC123","Gene Expression","OK","shape_score",-0.1387316,0.0053902,-25.7378,6.41e-135,-0.198782003864209,"count",9.28168e-131,TRUE,TRUE
"33574","ENSG00000187522","HSPA14","Gene Expression","OK","shape_score",-0.1124054,0.0142624,-7.8812,4.19e-15,-0.154530446054141,"count",5.566415e-11,TRUE,TRUE
"33618","ENSG00000148484","RSU1","Gene Expression","OK","shape_score",-0.0707476,0.0054436,-12.9964,7.94e-38,-0.101307422712354,"count",1.112394e-33,TRUE,TRUE
"33882","ENSG00000283930","AL117339.5","Gene Expression","OK","shape_score",0.0988994,0.0192572,5.1357,2.95e-07,0.125226611560343,"count",0.00360254,TRUE,FALSE
"33954","ENSG00000265354","TIMM23","Gene Expression","OK","shape_score",-0.08336,0.0064134,-12.9979,7.8e-38,-0.119037717899743,"count",1.092858e-33,TRUE,FALSE
"34042","ENSG00000107984","DKK1","Gene Expression","OK","shape_score",-0.0956852,0.0061324,-15.6032,2.88e-53,-0.137416678020055,"count",4.083552e-49,TRUE,TRUE
"34086","ENSG00000170312","CDK1","Gene Expression","OK","shape_score",0.1023811,0.0084573,12.1056,3.92e-33,0.139888224945602,"count",5.458992e-29,TRUE,TRUE
"34158","ENSG00000096746","HNRNPH3","Gene Expression","OK","shape_score",-0.0897664,0.0049552,-18.1155,1.89e-70,-0.128859024573353,"count",2.700432e-66,TRUE,TRUE
"34234","ENSG00000042286","AIFM2","Gene Expression","OK","shape_score",-0.1015571,0.0087661,-11.5852,1.56e-30,-0.143857771085159,"count",2.161692e-26,TRUE,TRUE
"34294","ENSG00000122863","CHST3","Gene Expression","OK","shape_score",0.0868403,0.0132801,6.5391,7e-11,0.118363150263791,"count",9.0055e-07,TRUE,FALSE
"34366","ENSG00000138279","ANXA7","Gene Expression","OK","shape_score",-0.0925556,0.0050812,-18.2154,3.53e-71,-0.132718749329576,"count",5.046135e-67,TRUE,TRUE
"34438","ENSG00000156110","ADK","Gene Expression","OK","shape_score",-0.0830689,0.0049398,-16.8163,2.73e-61,-0.119113433341898,"count",3.882879e-57,TRUE,TRUE
"34498","ENSG00000165424","ZCCHC24","Gene Expression","OK","shape_score",0.0824333,0.014604,5.6446,1.78e-08,0.110539340828879,"count",0.0002226068,TRUE,FALSE
"34550","ENSG00000165678","GHITM","Gene Expression","OK","shape_score",-0.081494,0.0030857,-26.41,2.13e-141,-0.117302922780464,"count",3.087009e-137,TRUE,TRUE
"34718","ENSG00000138160","KIF11","Gene Expression","OK","shape_score",0.0813495,0.011817,6.8841,6.76e-12,0.106074342663491,"count",8.7711e-08,TRUE,FALSE
"34758","ENSG00000173145","NOC3L","Gene Expression","OK","shape_score",-0.0715569,0.0103211,-6.9331,4.81e-12,-0.100563002456572,"count",6.24819e-08,TRUE,TRUE
"34766","ENSG00000119969","HELLS","Gene Expression","OK","shape_score",0.0910558,0.0084968,10.7165,2e-26,0.127054867042858,"count",2.7508e-22,TRUE,TRUE
"34886","ENSG00000120053","GOT1","Gene Expression","OK","shape_score",-0.1054798,0.0073319,-14.3865,9.5e-46,-0.15035299904659,"count",1.34064e-41,TRUE,TRUE
"34910","ENSG00000119929","CUTC","Gene Expression","OK","shape_score",-0.0793471,0.0116138,-6.8322,9.68e-12,-0.110801559607529,"count",1.2537536e-07,TRUE,TRUE
"34942","ENSG00000099194","SCD","Gene Expression","OK","shape_score",0.093486,0.007898,11.8367,8.93e-32,0.133170893441531,"count",1.2399305e-27,TRUE,FALSE
"34950","ENSG00000075826","SEC31B","Gene Expression","OK","shape_score",0.1391483,0.0255662,5.4427,5.58e-08,0.155170621723882,"count",0.000692199,TRUE,FALSE
"35050","ENSG00000166197","NOLC1","Gene Expression","OK","shape_score",-0.0797277,0.0074639,-10.6818,2.88e-26,-0.113566482833371,"count",3.959424e-22,TRUE,TRUE
"35098","ENSG00000138175","ARL3","Gene Expression","OK","shape_score",-0.0717933,0.0033561,-21.3922,5.06e-96,-0.103299401077977,"count",7.288424e-92,TRUE,TRUE
"35154","ENSG00000107957","SH3PXD2A","Gene Expression","OK","shape_score",0.0827227,0.0159686,5.1803,2.33e-07,0.109896569067981,"count",0.002852386,TRUE,FALSE
"35178","ENSG00000148834","GSTO1","Gene Expression","OK","shape_score",-0.0803717,0.0022354,-35.9537,2.6e-244,-0.115872607845759,"count",3.7882e-240,TRUE,TRUE
